conceptid,Value,ValueType,Provider
Eligibility Type:1299,1127,eligCtpValue,GCI
Eligibility Type:1345,1127,eligCtpValue,GCI
Eligibility Type:1613,1127,eligCtpValue,GCI
Eligibility Type:2055,1127,eligCtpValue,GCI
Eligibility Type:741,1128,eligCtpValue,GCI
Eligibility Type:890,1128,eligCtpValue,GCI
Eligibility Type:1299,1128,eligCtpValue,GCI
Eligibility Type:1345,1128,eligCtpValue,GCI
Eligibility Type:1613,1128,eligCtpValue,GCI
Eligibility Type:2055,1128,eligCtpValue,GCI
Eligibility Type:906,1129,eligCtpValue,GCI
Eligibility Type:1299,1129,eligCtpValue,GCI
Eligibility Type:1345,1129,eligCtpValue,GCI
Eligibility Type:1613,1129,eligCtpValue,GCI
Eligibility Type:2055,1129,eligCtpValue,GCI
Eligibility Type:906,1130,eligCtpValue,GCI
Eligibility Type:1299,1130,eligCtpValue,GCI
Eligibility Type:1345,1130,eligCtpValue,GCI
Eligibility Type:1613,1130,eligCtpValue,GCI
Eligibility Type:2055,1130,eligCtpValue,GCI
Eligibility Type:906,1131,eligCtpValue,GCI
Eligibility Type:1299,1131,eligCtpValue,GCI
Eligibility Type:1345,1131,eligCtpValue,GCI
Eligibility Type:1613,1131,eligCtpValue,GCI
Eligibility Type:2055,1131,eligCtpValue,GCI
Eligibility Type:906,1132,eligCtpValue,GCI
Eligibility Type:1299,1132,eligCtpValue,GCI
Eligibility Type:1345,1132,eligCtpValue,GCI
Eligibility Type:1613,1132,eligCtpValue,GCI
Eligibility Type:2055,1132,eligCtpValue,GCI
Eligibility Type:906,1133,eligCtpValue,GCI
Eligibility Type:1299,1133,eligCtpValue,GCI
Eligibility Type:1345,1133,eligCtpValue,GCI
Eligibility Type:1613,1133,eligCtpValue,GCI
Eligibility Type:2055,1133,eligCtpValue,GCI
Eligibility Type:424,1134,eligCtpValue,GCI
Eligibility Type:1299,1134,eligCtpValue,GCI
Eligibility Type:1345,1134,eligCtpValue,GCI
Eligibility Type:1613,1134,eligCtpValue,GCI
Eligibility Type:2055,1134,eligCtpValue,GCI
Eligibility Type:906,1135,eligCtpValue,GCI
Eligibility Type:1299,1135,eligCtpValue,GCI
Eligibility Type:1345,1135,eligCtpValue,GCI
Eligibility Type:1613,1135,eligCtpValue,GCI
Eligibility Type:2055,1135,eligCtpValue,GCI
Eligibility Type:906,1136,eligCtpValue,GCI
Eligibility Type:1299,1136,eligCtpValue,GCI
Eligibility Type:1345,1136,eligCtpValue,GCI
Eligibility Type:1613,1136,eligCtpValue,GCI
Eligibility Type:2055,1136,eligCtpValue,GCI
Eligibility Type:830,1139,eligCtpValue,GCI
Eligibility Type:1299,1139,eligCtpValue,GCI
Eligibility Type:1345,1139,eligCtpValue,GCI
Eligibility Type:1613,1139,eligCtpValue,GCI
Eligibility Type:830,1140,eligCtpValue,GCI
Eligibility Type:1299,1140,eligCtpValue,GCI
Eligibility Type:1345,1140,eligCtpValue,GCI
Eligibility Type:1613,1140,eligCtpValue,GCI
Eligibility Type:286,1141,eligCtpValue,GCI
Eligibility Type:1216,1141,eligCtpValue,GCI
Eligibility Type:1299,1141,eligCtpValue,GCI
Eligibility Type:1345,1141,eligCtpValue,GCI
Eligibility Type:1613,1141,eligCtpValue,GCI
Eligibility Type:1738,1141,eligCtpValue,GCI
Eligibility Type:1970,1141,eligCtpValue,GCI
Eligibility Type:2060,1141,eligCtpValue,GCI
Eligibility Type:286,1142,eligCtpValue,GCI
Eligibility Type:1216,1142,eligCtpValue,GCI
Eligibility Type:1299,1142,eligCtpValue,GCI
Eligibility Type:1345,1142,eligCtpValue,GCI
Eligibility Type:1613,1142,eligCtpValue,GCI
Eligibility Type:1738,1142,eligCtpValue,GCI
Eligibility Type:1970,1142,eligCtpValue,GCI
Eligibility Type:2060,1142,eligCtpValue,GCI
Eligibility Type:286,1143,eligCtpValue,GCI
Eligibility Type:1215,1143,eligCtpValue,GCI
Eligibility Type:1299,1143,eligCtpValue,GCI
Eligibility Type:1332,1143,eligCtpValue,GCI
Eligibility Type:1345,1143,eligCtpValue,GCI
Eligibility Type:1613,1143,eligCtpValue,GCI
Eligibility Type:1969,1143,eligCtpValue,GCI
Eligibility Type:2060,1143,eligCtpValue,GCI
Eligibility Type:286,1144,eligCtpValue,GCI
Eligibility Type:1215,1144,eligCtpValue,GCI
Eligibility Type:1299,1144,eligCtpValue,GCI
Eligibility Type:1332,1144,eligCtpValue,GCI
Eligibility Type:1345,1144,eligCtpValue,GCI
Eligibility Type:1613,1144,eligCtpValue,GCI
Eligibility Type:1969,1144,eligCtpValue,GCI
Eligibility Type:2060,1144,eligCtpValue,GCI
Eligibility Type:286,1145,eligCtpValue,GCI
Eligibility Type:1215,1145,eligCtpValue,GCI
Eligibility Type:1299,1145,eligCtpValue,GCI
Eligibility Type:1332,1145,eligCtpValue,GCI
Eligibility Type:1345,1145,eligCtpValue,GCI
Eligibility Type:1613,1145,eligCtpValue,GCI
Eligibility Type:1969,1145,eligCtpValue,GCI
Eligibility Type:2060,1145,eligCtpValue,GCI
Eligibility Type:481,1146,eligCtpValue,GCI
Eligibility Type:495,1146,eligCtpValue,GCI
Eligibility Type:1299,1146,eligCtpValue,GCI
Eligibility Type:1345,1146,eligCtpValue,GCI
Eligibility Type:1613,1146,eligCtpValue,GCI
Eligibility Type:2055,1146,eligCtpValue,GCI
Eligibility Type:481,1147,eligCtpValue,GCI
Eligibility Type:495,1147,eligCtpValue,GCI
Eligibility Type:1299,1147,eligCtpValue,GCI
Eligibility Type:1345,1147,eligCtpValue,GCI
Eligibility Type:1613,1147,eligCtpValue,GCI
Eligibility Type:2055,1147,eligCtpValue,GCI
Eligibility Type:478,1148,eligCtpValue,GCI
Eligibility Type:495,1148,eligCtpValue,GCI
Eligibility Type:1299,1148,eligCtpValue,GCI
Eligibility Type:1345,1148,eligCtpValue,GCI
Eligibility Type:1613,1148,eligCtpValue,GCI
Eligibility Type:2055,1148,eligCtpValue,GCI
Eligibility Type:483,1149,eligCtpValue,GCI
Eligibility Type:495,1149,eligCtpValue,GCI
Eligibility Type:1299,1149,eligCtpValue,GCI
Eligibility Type:1345,1149,eligCtpValue,GCI
Eligibility Type:1613,1149,eligCtpValue,GCI
Eligibility Type:2055,1149,eligCtpValue,GCI
Eligibility Type:477,1150,eligCtpValue,GCI
Eligibility Type:495,1150,eligCtpValue,GCI
Eligibility Type:1299,1150,eligCtpValue,GCI
Eligibility Type:1345,1150,eligCtpValue,GCI
Eligibility Type:1613,1150,eligCtpValue,GCI
Eligibility Type:2055,1150,eligCtpValue,GCI
Eligibility Type:482,1151,eligCtpValue,GCI
Eligibility Type:495,1151,eligCtpValue,GCI
Eligibility Type:1299,1151,eligCtpValue,GCI
Eligibility Type:1345,1151,eligCtpValue,GCI
Eligibility Type:1613,1151,eligCtpValue,GCI
Eligibility Type:2055,1151,eligCtpValue,GCI
Eligibility Type:480,1152,eligCtpValue,GCI
Eligibility Type:495,1152,eligCtpValue,GCI
Eligibility Type:1299,1152,eligCtpValue,GCI
Eligibility Type:1345,1152,eligCtpValue,GCI
Eligibility Type:1613,1152,eligCtpValue,GCI
Eligibility Type:2055,1152,eligCtpValue,GCI
Eligibility Type:480,1153,eligCtpValue,GCI
Eligibility Type:495,1153,eligCtpValue,GCI
Eligibility Type:1299,1153,eligCtpValue,GCI
Eligibility Type:1345,1153,eligCtpValue,GCI
Eligibility Type:1613,1153,eligCtpValue,GCI
Eligibility Type:2055,1153,eligCtpValue,GCI
Eligibility Type:480,1154,eligCtpValue,GCI
Eligibility Type:495,1154,eligCtpValue,GCI
Eligibility Type:1299,1154,eligCtpValue,GCI
Eligibility Type:1345,1154,eligCtpValue,GCI
Eligibility Type:1613,1154,eligCtpValue,GCI
Eligibility Type:2055,1154,eligCtpValue,GCI
Eligibility Type:480,1155,eligCtpValue,GCI
Eligibility Type:495,1155,eligCtpValue,GCI
Eligibility Type:1299,1155,eligCtpValue,GCI
Eligibility Type:1345,1155,eligCtpValue,GCI
Eligibility Type:1613,1155,eligCtpValue,GCI
Eligibility Type:2055,1155,eligCtpValue,GCI
Eligibility Type:480,1156,eligCtpValue,GCI
Eligibility Type:495,1156,eligCtpValue,GCI
Eligibility Type:1299,1156,eligCtpValue,GCI
Eligibility Type:1345,1156,eligCtpValue,GCI
Eligibility Type:1613,1156,eligCtpValue,GCI
Eligibility Type:2055,1156,eligCtpValue,GCI
Eligibility Type:480,1157,eligCtpValue,GCI
Eligibility Type:495,1157,eligCtpValue,GCI
Eligibility Type:1299,1157,eligCtpValue,GCI
Eligibility Type:1345,1157,eligCtpValue,GCI
Eligibility Type:1613,1157,eligCtpValue,GCI
Eligibility Type:2055,1157,eligCtpValue,GCI
Eligibility Type:479,1158,eligCtpValue,GCI
Eligibility Type:495,1158,eligCtpValue,GCI
Eligibility Type:1299,1158,eligCtpValue,GCI
Eligibility Type:1345,1158,eligCtpValue,GCI
Eligibility Type:1613,1158,eligCtpValue,GCI
Eligibility Type:2055,1158,eligCtpValue,GCI
Eligibility Type:484,1159,eligCtpValue,GCI
Eligibility Type:495,1159,eligCtpValue,GCI
Eligibility Type:1299,1159,eligCtpValue,GCI
Eligibility Type:1345,1159,eligCtpValue,GCI
Eligibility Type:1613,1159,eligCtpValue,GCI
Eligibility Type:2055,1159,eligCtpValue,GCI
Eligibility Type:484,1160,eligCtpValue,GCI
Eligibility Type:495,1160,eligCtpValue,GCI
Eligibility Type:1299,1160,eligCtpValue,GCI
Eligibility Type:1345,1160,eligCtpValue,GCI
Eligibility Type:1613,1160,eligCtpValue,GCI
Eligibility Type:2055,1160,eligCtpValue,GCI
Eligibility Type:495,1171,eligCtpValue,GCI
Eligibility Type:820,1171,eligCtpValue,GCI
Eligibility Type:1299,1171,eligCtpValue,GCI
Eligibility Type:1345,1171,eligCtpValue,GCI
Eligibility Type:1613,1171,eligCtpValue,GCI
Eligibility Type:2055,1171,eligCtpValue,GCI
Eligibility Type:495,1172,eligCtpValue,GCI
Eligibility Type:820,1172,eligCtpValue,GCI
Eligibility Type:1299,1172,eligCtpValue,GCI
Eligibility Type:1345,1172,eligCtpValue,GCI
Eligibility Type:1613,1172,eligCtpValue,GCI
Eligibility Type:2055,1172,eligCtpValue,GCI
Eligibility Type:495,1173,eligCtpValue,GCI
Eligibility Type:820,1173,eligCtpValue,GCI
Eligibility Type:1299,1173,eligCtpValue,GCI
Eligibility Type:1345,1173,eligCtpValue,GCI
Eligibility Type:1613,1173,eligCtpValue,GCI
Eligibility Type:2055,1173,eligCtpValue,GCI
Eligibility Type:495,1174,eligCtpValue,GCI
Eligibility Type:820,1174,eligCtpValue,GCI
Eligibility Type:1299,1174,eligCtpValue,GCI
Eligibility Type:1345,1174,eligCtpValue,GCI
Eligibility Type:1613,1174,eligCtpValue,GCI
Eligibility Type:2055,1174,eligCtpValue,GCI
Eligibility Type:460,1176,eligCtpValue,GCI
Eligibility Type:803,1176,eligCtpValue,GCI
Eligibility Type:1299,1176,eligCtpValue,GCI
Eligibility Type:1345,1176,eligCtpValue,GCI
Eligibility Type:1613,1176,eligCtpValue,GCI
Eligibility Type:2055,1176,eligCtpValue,GCI
Eligibility Type:460,1177,eligCtpValue,GCI
Eligibility Type:803,1177,eligCtpValue,GCI
Eligibility Type:1299,1177,eligCtpValue,GCI
Eligibility Type:1345,1177,eligCtpValue,GCI
Eligibility Type:1613,1177,eligCtpValue,GCI
Eligibility Type:2055,1177,eligCtpValue,GCI
Eligibility Type:460,1178,eligCtpValue,GCI
Eligibility Type:803,1178,eligCtpValue,GCI
Eligibility Type:1299,1178,eligCtpValue,GCI
Eligibility Type:1345,1178,eligCtpValue,GCI
Eligibility Type:1613,1178,eligCtpValue,GCI
Eligibility Type:2055,1178,eligCtpValue,GCI
Eligibility Type:465,1179,eligCtpValue,GCI
Eligibility Type:804,1179,eligCtpValue,GCI
Eligibility Type:1299,1179,eligCtpValue,GCI
Eligibility Type:1345,1179,eligCtpValue,GCI
Eligibility Type:1458,1179,eligCtpValue,GCI
Eligibility Type:1613,1179,eligCtpValue,GCI
Eligibility Type:465,1180,eligCtpValue,GCI
Eligibility Type:491,1180,eligCtpValue,GCI
Eligibility Type:804,1180,eligCtpValue,GCI
Eligibility Type:1299,1180,eligCtpValue,GCI
Eligibility Type:1345,1180,eligCtpValue,GCI
Eligibility Type:1459,1180,eligCtpValue,GCI
Eligibility Type:1613,1180,eligCtpValue,GCI
Eligibility Type:465,1181,eligCtpValue,GCI
Eligibility Type:489,1181,eligCtpValue,GCI
Eligibility Type:804,1181,eligCtpValue,GCI
Eligibility Type:1299,1181,eligCtpValue,GCI
Eligibility Type:1345,1181,eligCtpValue,GCI
Eligibility Type:1448,1181,eligCtpValue,GCI
Eligibility Type:1613,1181,eligCtpValue,GCI
Eligibility Type:1924,1181,eligCtpValue,GCI
Eligibility Type:465,1182,eligCtpValue,GCI
Eligibility Type:490,1182,eligCtpValue,GCI
Eligibility Type:804,1182,eligCtpValue,GCI
Eligibility Type:1299,1182,eligCtpValue,GCI
Eligibility Type:1345,1182,eligCtpValue,GCI
Eligibility Type:1448,1182,eligCtpValue,GCI
Eligibility Type:1613,1182,eligCtpValue,GCI
Eligibility Type:1773,1182,eligCtpValue,GCI
Eligibility Type:727,1183,eligCtpValue,GCI
Eligibility Type:889,1183,eligCtpValue,GCI
Eligibility Type:1299,1183,eligCtpValue,GCI
Eligibility Type:1345,1183,eligCtpValue,GCI
Eligibility Type:1485,1183,eligCtpValue,GCI
Eligibility Type:1613,1183,eligCtpValue,GCI
Eligibility Type:727,1184,eligCtpValue,GCI
Eligibility Type:889,1184,eligCtpValue,GCI
Eligibility Type:1299,1184,eligCtpValue,GCI
Eligibility Type:1345,1184,eligCtpValue,GCI
Eligibility Type:1485,1184,eligCtpValue,GCI
Eligibility Type:1613,1184,eligCtpValue,GCI
Eligibility Type:727,1185,eligCtpValue,GCI
Eligibility Type:889,1185,eligCtpValue,GCI
Eligibility Type:1299,1185,eligCtpValue,GCI
Eligibility Type:1345,1185,eligCtpValue,GCI
Eligibility Type:1485,1185,eligCtpValue,GCI
Eligibility Type:1613,1185,eligCtpValue,GCI
Eligibility Type:727,1186,eligCtpValue,GCI
Eligibility Type:889,1186,eligCtpValue,GCI
Eligibility Type:1299,1186,eligCtpValue,GCI
Eligibility Type:1345,1186,eligCtpValue,GCI
Eligibility Type:1485,1186,eligCtpValue,GCI
Eligibility Type:1613,1186,eligCtpValue,GCI
Eligibility Type:727,1187,eligCtpValue,GCI
Eligibility Type:889,1187,eligCtpValue,GCI
Eligibility Type:1299,1187,eligCtpValue,GCI
Eligibility Type:1345,1187,eligCtpValue,GCI
Eligibility Type:1485,1187,eligCtpValue,GCI
Eligibility Type:1613,1187,eligCtpValue,GCI
Eligibility Type:873,1188,eligCtpValue,GCI
Eligibility Type:974,1188,eligCtpValue,GCI
Eligibility Type:1299,1188,eligCtpValue,GCI
Eligibility Type:1345,1188,eligCtpValue,GCI
Eligibility Type:1533,1188,eligCtpValue,GCI
Eligibility Type:1613,1188,eligCtpValue,GCI
Eligibility Type:465,1189,eligCtpValue,GCI
Eligibility Type:488,1189,eligCtpValue,GCI
Eligibility Type:804,1189,eligCtpValue,GCI
Eligibility Type:912,1189,eligCtpValue,GCI
Eligibility Type:1299,1189,eligCtpValue,GCI
Eligibility Type:1345,1189,eligCtpValue,GCI
Eligibility Type:1448,1189,eligCtpValue,GCI
Eligibility Type:1613,1189,eligCtpValue,GCI
Eligibility Type:465,1190,eligCtpValue,GCI
Eligibility Type:488,1190,eligCtpValue,GCI
Eligibility Type:804,1190,eligCtpValue,GCI
Eligibility Type:912,1190,eligCtpValue,GCI
Eligibility Type:1299,1190,eligCtpValue,GCI
Eligibility Type:1345,1190,eligCtpValue,GCI
Eligibility Type:1448,1190,eligCtpValue,GCI
Eligibility Type:1613,1190,eligCtpValue,GCI
Eligibility Type:465,1205,eligCtpValue,GCI
Eligibility Type:804,1205,eligCtpValue,GCI
Eligibility Type:1299,1205,eligCtpValue,GCI
Eligibility Type:1345,1205,eligCtpValue,GCI
Eligibility Type:1461,1205,eligCtpValue,GCI
Eligibility Type:1613,1205,eligCtpValue,GCI
Eligibility Type:375,1213,eligCtpValue,GCI
Eligibility Type:804,1213,eligCtpValue,GCI
Eligibility Type:1299,1213,eligCtpValue,GCI
Eligibility Type:1345,1213,eligCtpValue,GCI
Eligibility Type:1613,1213,eligCtpValue,GCI
Eligibility Type:375,1214,eligCtpValue,GCI
Eligibility Type:804,1214,eligCtpValue,GCI
Eligibility Type:1299,1214,eligCtpValue,GCI
Eligibility Type:1345,1214,eligCtpValue,GCI
Eligibility Type:1613,1214,eligCtpValue,GCI
Eligibility Type:375,1215,eligCtpValue,GCI
Eligibility Type:804,1215,eligCtpValue,GCI
Eligibility Type:1299,1215,eligCtpValue,GCI
Eligibility Type:1345,1215,eligCtpValue,GCI
Eligibility Type:1613,1215,eligCtpValue,GCI
Eligibility Type:375,1216,eligCtpValue,GCI
Eligibility Type:804,1216,eligCtpValue,GCI
Eligibility Type:1299,1216,eligCtpValue,GCI
Eligibility Type:1345,1216,eligCtpValue,GCI
Eligibility Type:1613,1216,eligCtpValue,GCI
Eligibility Type:376,1217,eligCtpValue,GCI
Eligibility Type:1299,1217,eligCtpValue,GCI
Eligibility Type:1345,1217,eligCtpValue,GCI
Eligibility Type:1613,1217,eligCtpValue,GCI
Eligibility Type:2104,1217,eligCtpValue,GCI
Eligibility Type:461,1218,eligCtpValue,GCI
Eligibility Type:802,1218,eligCtpValue,GCI
Eligibility Type:1299,1218,eligCtpValue,GCI
Eligibility Type:1345,1218,eligCtpValue,GCI
Eligibility Type:1613,1218,eligCtpValue,GCI
Eligibility Type:461,1219,eligCtpValue,GCI
Eligibility Type:802,1219,eligCtpValue,GCI
Eligibility Type:1299,1219,eligCtpValue,GCI
Eligibility Type:1345,1219,eligCtpValue,GCI
Eligibility Type:1613,1219,eligCtpValue,GCI
Eligibility Type:461,1220,eligCtpValue,GCI
Eligibility Type:802,1220,eligCtpValue,GCI
Eligibility Type:1299,1220,eligCtpValue,GCI
Eligibility Type:1345,1220,eligCtpValue,GCI
Eligibility Type:1613,1220,eligCtpValue,GCI
Eligibility Type:463,1221,eligCtpValue,GCI
Eligibility Type:803,1221,eligCtpValue,GCI
Eligibility Type:1299,1221,eligCtpValue,GCI
Eligibility Type:1345,1221,eligCtpValue,GCI
Eligibility Type:1613,1221,eligCtpValue,GCI
Eligibility Type:2055,1221,eligCtpValue,GCI
Eligibility Type:459,1225,eligCtpValue,GCI
Eligibility Type:801,1225,eligCtpValue,GCI
Eligibility Type:1299,1225,eligCtpValue,GCI
Eligibility Type:1345,1225,eligCtpValue,GCI
Eligibility Type:1613,1225,eligCtpValue,GCI
Eligibility Type:459,1226,eligCtpValue,GCI
Eligibility Type:801,1226,eligCtpValue,GCI
Eligibility Type:1299,1226,eligCtpValue,GCI
Eligibility Type:1345,1226,eligCtpValue,GCI
Eligibility Type:1613,1226,eligCtpValue,GCI
Eligibility Type:459,1227,eligCtpValue,GCI
Eligibility Type:801,1227,eligCtpValue,GCI
Eligibility Type:1299,1227,eligCtpValue,GCI
Eligibility Type:1345,1227,eligCtpValue,GCI
Eligibility Type:1613,1227,eligCtpValue,GCI
Eligibility Type:1299,1232,eligCtpValue,GCI
Eligibility Type:1345,1232,eligCtpValue,GCI
Eligibility Type:1613,1232,eligCtpValue,GCI
Eligibility Type:2075,1232,eligCtpValue,GCI
Eligibility Type:1299,1233,eligCtpValue,GCI
Eligibility Type:1345,1233,eligCtpValue,GCI
Eligibility Type:1613,1233,eligCtpValue,GCI
Eligibility Type:2075,1233,eligCtpValue,GCI
Eligibility Type:725,1234,eligCtpValue,GCI
Eligibility Type:838,1234,eligCtpValue,GCI
Eligibility Type:1299,1234,eligCtpValue,GCI
Eligibility Type:1345,1234,eligCtpValue,GCI
Eligibility Type:1613,1234,eligCtpValue,GCI
Eligibility Type:725,1236,eligCtpValue,GCI
Eligibility Type:838,1236,eligCtpValue,GCI
Eligibility Type:1299,1236,eligCtpValue,GCI
Eligibility Type:1345,1236,eligCtpValue,GCI
Eligibility Type:1613,1236,eligCtpValue,GCI
Eligibility Type:725,1237,eligCtpValue,GCI
Eligibility Type:838,1237,eligCtpValue,GCI
Eligibility Type:1299,1237,eligCtpValue,GCI
Eligibility Type:1345,1237,eligCtpValue,GCI
Eligibility Type:1613,1237,eligCtpValue,GCI
Eligibility Type:325,1240,eligCtpValue,GCI
Eligibility Type:1299,1240,eligCtpValue,GCI
Eligibility Type:1345,1240,eligCtpValue,GCI
Eligibility Type:1613,1240,eligCtpValue,GCI
Eligibility Type:2058,1240,eligCtpValue,GCI
Eligibility Type:127,1242,eligCtpValue,GCI
Eligibility Type:364,1242,eligCtpValue,GCI
Eligibility Type:1299,1242,eligCtpValue,GCI
Eligibility Type:1345,1242,eligCtpValue,GCI
Eligibility Type:1536,1242,eligCtpValue,GCI
Eligibility Type:1613,1242,eligCtpValue,GCI
Eligibility Type:310,1243,eligCtpValue,GCI
Eligibility Type:342,1243,eligCtpValue,GCI
Eligibility Type:1299,1243,eligCtpValue,GCI
Eligibility Type:1345,1243,eligCtpValue,GCI
Eligibility Type:1613,1243,eligCtpValue,GCI
Eligibility Type:1299,1245,eligCtpValue,GCI
Eligibility Type:1345,1245,eligCtpValue,GCI
Eligibility Type:1613,1245,eligCtpValue,GCI
Eligibility Type:2067,1245,eligCtpValue,GCI
Eligibility Type:1299,1246,eligCtpValue,GCI
Eligibility Type:1345,1246,eligCtpValue,GCI
Eligibility Type:1613,1246,eligCtpValue,GCI
Eligibility Type:2067,1246,eligCtpValue,GCI
Eligibility Type:1299,1247,eligCtpValue,GCI
Eligibility Type:1345,1247,eligCtpValue,GCI
Eligibility Type:1613,1247,eligCtpValue,GCI
Eligibility Type:2067,1247,eligCtpValue,GCI
Eligibility Type:1299,1251,eligCtpValue,GCI
Eligibility Type:1345,1251,eligCtpValue,GCI
Eligibility Type:1613,1251,eligCtpValue,GCI
Eligibility Type:2073,1251,eligCtpValue,GCI
Eligibility Type:1299,1252,eligCtpValue,GCI
Eligibility Type:1345,1252,eligCtpValue,GCI
Eligibility Type:1613,1252,eligCtpValue,GCI
Eligibility Type:2073,1252,eligCtpValue,GCI
Eligibility Type:1299,1253,eligCtpValue,GCI
Eligibility Type:1345,1253,eligCtpValue,GCI
Eligibility Type:1613,1253,eligCtpValue,GCI
Eligibility Type:2070,1253,eligCtpValue,GCI
Eligibility Type:1299,1254,eligCtpValue,GCI
Eligibility Type:1345,1254,eligCtpValue,GCI
Eligibility Type:1613,1254,eligCtpValue,GCI
Eligibility Type:2073,1254,eligCtpValue,GCI
Eligibility Type:1299,1256,eligCtpValue,GCI
Eligibility Type:1345,1256,eligCtpValue,GCI
Eligibility Type:1613,1256,eligCtpValue,GCI
Eligibility Type:2073,1256,eligCtpValue,GCI
Eligibility Type:495,1258,eligCtpValue,GCI
Eligibility Type:1299,1258,eligCtpValue,GCI
Eligibility Type:1345,1258,eligCtpValue,GCI
Eligibility Type:1613,1258,eligCtpValue,GCI
Eligibility Type:1642,1258,eligCtpValue,GCI
Eligibility Type:2055,1258,eligCtpValue,GCI
Eligibility Type:495,1259,eligCtpValue,GCI
Eligibility Type:1299,1259,eligCtpValue,GCI
Eligibility Type:1345,1259,eligCtpValue,GCI
Eligibility Type:1613,1259,eligCtpValue,GCI
Eligibility Type:1642,1259,eligCtpValue,GCI
Eligibility Type:2055,1259,eligCtpValue,GCI
Eligibility Type:495,1260,eligCtpValue,GCI
Eligibility Type:809,1260,eligCtpValue,GCI
Eligibility Type:1299,1260,eligCtpValue,GCI
Eligibility Type:1345,1260,eligCtpValue,GCI
Eligibility Type:1613,1260,eligCtpValue,GCI
Eligibility Type:2055,1260,eligCtpValue,GCI
Eligibility Type:495,1261,eligCtpValue,GCI
Eligibility Type:809,1261,eligCtpValue,GCI
Eligibility Type:1299,1261,eligCtpValue,GCI
Eligibility Type:1345,1261,eligCtpValue,GCI
Eligibility Type:1613,1261,eligCtpValue,GCI
Eligibility Type:2055,1261,eligCtpValue,GCI
Eligibility Type:495,1262,eligCtpValue,GCI
Eligibility Type:817,1262,eligCtpValue,GCI
Eligibility Type:1299,1262,eligCtpValue,GCI
Eligibility Type:1345,1262,eligCtpValue,GCI
Eligibility Type:1613,1262,eligCtpValue,GCI
Eligibility Type:2055,1262,eligCtpValue,GCI
Eligibility Type:495,1263,eligCtpValue,GCI
Eligibility Type:817,1263,eligCtpValue,GCI
Eligibility Type:1299,1263,eligCtpValue,GCI
Eligibility Type:1345,1263,eligCtpValue,GCI
Eligibility Type:1613,1263,eligCtpValue,GCI
Eligibility Type:2055,1263,eligCtpValue,GCI
Eligibility Type:495,1264,eligCtpValue,GCI
Eligibility Type:817,1264,eligCtpValue,GCI
Eligibility Type:1299,1264,eligCtpValue,GCI
Eligibility Type:1345,1264,eligCtpValue,GCI
Eligibility Type:1613,1264,eligCtpValue,GCI
Eligibility Type:2055,1264,eligCtpValue,GCI
Eligibility Type:495,1266,eligCtpValue,GCI
Eligibility Type:822,1266,eligCtpValue,GCI
Eligibility Type:1299,1266,eligCtpValue,GCI
Eligibility Type:1345,1266,eligCtpValue,GCI
Eligibility Type:1613,1266,eligCtpValue,GCI
Eligibility Type:2055,1266,eligCtpValue,GCI
Eligibility Type:495,1267,eligCtpValue,GCI
Eligibility Type:822,1267,eligCtpValue,GCI
Eligibility Type:1299,1267,eligCtpValue,GCI
Eligibility Type:1345,1267,eligCtpValue,GCI
Eligibility Type:1613,1267,eligCtpValue,GCI
Eligibility Type:2055,1267,eligCtpValue,GCI
Eligibility Type:868,1272,eligCtpValue,GCI
Eligibility Type:922,1272,eligCtpValue,GCI
Eligibility Type:1299,1272,eligCtpValue,GCI
Eligibility Type:1345,1272,eligCtpValue,GCI
Eligibility Type:1613,1272,eligCtpValue,GCI
Eligibility Type:2055,1272,eligCtpValue,GCI
Eligibility Type:24,1274,eligCtpValue,GCI
Eligibility Type:286,1274,eligCtpValue,GCI
Eligibility Type:363,1274,eligCtpValue,GCI
Eligibility Type:708,1274,eligCtpValue,GCI
Eligibility Type:793,1274,eligCtpValue,GCI
Eligibility Type:1299,1274,eligCtpValue,GCI
Eligibility Type:1345,1274,eligCtpValue,GCI
Eligibility Type:1613,1274,eligCtpValue,GCI
Eligibility Type:1617,1274,eligCtpValue,GCI
Eligibility Type:868,1275,eligCtpValue,GCI
Eligibility Type:922,1275,eligCtpValue,GCI
Eligibility Type:1299,1275,eligCtpValue,GCI
Eligibility Type:1330,1275,eligCtpValue,GCI
Eligibility Type:1331,1275,eligCtpValue,GCI
Eligibility Type:1345,1275,eligCtpValue,GCI
Eligibility Type:1613,1275,eligCtpValue,GCI
Eligibility Type:2055,1275,eligCtpValue,GCI
Eligibility Type:868,1276,eligCtpValue,GCI
Eligibility Type:922,1276,eligCtpValue,GCI
Eligibility Type:1299,1276,eligCtpValue,GCI
Eligibility Type:1330,1276,eligCtpValue,GCI
Eligibility Type:1331,1276,eligCtpValue,GCI
Eligibility Type:1345,1276,eligCtpValue,GCI
Eligibility Type:1613,1276,eligCtpValue,GCI
Eligibility Type:2055,1276,eligCtpValue,GCI
Eligibility Type:868,1277,eligCtpValue,GCI
Eligibility Type:922,1277,eligCtpValue,GCI
Eligibility Type:1299,1277,eligCtpValue,GCI
Eligibility Type:1330,1277,eligCtpValue,GCI
Eligibility Type:1331,1277,eligCtpValue,GCI
Eligibility Type:1345,1277,eligCtpValue,GCI
Eligibility Type:1613,1277,eligCtpValue,GCI
Eligibility Type:2055,1277,eligCtpValue,GCI
Eligibility Type:495,1278,eligCtpValue,GCI
