"conceptid","PrefLabel","AltLabels","ParentConceptid","ConceptType","Provider"
"COMPONENT_TYPE:35","Door-Sliding","Sliding","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:36","Door-Unknown","Unknown","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:37","Door-Arched opening, round","Arched opening, round","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:38","Door-Arched opening, pointed","Arched opening, pointed","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:39","Door-Arched opening, segmental","Arched opening, segmental","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:40","Door-Divided lights","Divided lights","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:41","Door-Glazed, fully","Glazed, fully","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:42","Door-Glazed, partially","Glazed, partially","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:43","Door-Metal screen","Metal screen","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:44","Door-Paneled","Paneled","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:45","Door-Wood screen","Wood screen","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:46","Door-Awning","Awning","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:47","Door-Canopy","Canopy","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:48","Door-Decorative Hardware","Decorative Hardware","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:49","Door-Decorative surround","Decorative surround","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:50","Door-Fanlight","Fanlight","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:51","Door-Pediment","Pediment","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:52","Door-Pilasters","Pilasters","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:53","Door-Sidelights","Sidelights","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:54","Door-Transom","Transom","COMPONENT_TYPE:29","Index","SurveyLA"
"COMPONENT_TYPE:55","Entryway","Entryway","COMPONENT_TYPE_AUTHORITY_DOCUMENT.csv","Index","SurveyLA"
"COMPONENT_TYPE:56","Entryway-Atrium","Atrium","COMPONENT_TYPE:55","Index","SurveyLA"
"COMPONENT_TYPE:57","Entryway-Balcony","Balcony","COMPONENT_TYPE:55","Index","SurveyLA"
"COMPONENT_TYPE:58","Entryway-Colonnade/arcade","Colonnade/arcade","COMPONENT_TYPE:55","Index","SurveyLA"
