conceptid,Value,ValueType,Provider
CTP:703,"Entertainment, Commerce",AreaofSignificance,GCI
CTP:1378,"Architecture; Community Planning & Development",AreaofSignificance,GCI
CTP:274,"Architecture",AreaofSignificance,GCI
CTP:694,"Entertainment",AreaofSignificance,GCI
CTP:695,"Entertainment",AreaofSignificance,GCI
CTP:697,"Entertainment",AreaofSignificance,GCI
CTP:696,"Entertainment",AreaofSignificance,GCI
CTP:706,"Commerce, Entertainment",AreaofSignificance,GCI
CTP:708,"Commerce, Entertainment",AreaofSignificance,GCI
CTP:707,"Commerce, Entertainment",AreaofSignificance,GCI
CTP:710,"Commerce, Entertainment",AreaofSignificance,GCI
CTP:709,"Commerce, Entertainment",AreaofSignificance,GCI
CTP:599,"Commerce",AreaofSignificance,GCI
CTP:542,"Commercial Development",AreaofSignificance,GCI
CTP:1199,"Education",AreaofSignificance,GCI
CTP:1200,"Education",AreaofSignificance,GCI
CTP:1201,"Education",AreaofSignificance,GCI
CTP:1202,"Education",AreaofSignificance,GCI
CTP:1205,"Education",AreaofSignificance,GCI
CTP:1206,"Education",AreaofSignificance,GCI
CTP:1207,"Education",AreaofSignificance,GCI
CTP:1208,"Education",AreaofSignificance,GCI
CTP:1210,"Education",AreaofSignificance,GCI
CTP:1211,"Education",AreaofSignificance,GCI
CTP:1212,"Education",AreaofSignificance,GCI
CTP:1213,"Education",AreaofSignificance,GCI
CTP:1139,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1138,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1137,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1136,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1141,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1142,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1145,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1147,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1146,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:1426,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1277,"Community Planning and Development",AreaofSignificance,GCI
CTP:1404,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1209,"Education",AreaofSignificance,GCI
CTP:1198,"Education",AreaofSignificance,GCI
CTP:1224,"Education",AreaofSignificance,GCI
CTP:1195,"Education",AreaofSignificance,GCI
CTP:1196,"Education",AreaofSignificance,GCI
CTP:1197,"Education",AreaofSignificance,GCI
CTP:960,"Settlement and Early Development",AreaofSignificance,GCI
CTP:966,"Settlement and Early Development",AreaofSignificance,GCI
CTP:979,"Settlement and Early Development",AreaofSignificance,GCI
CTP:973,"Settlement and Early Development",AreaofSignificance,GCI
CTP:934,"Settlement and Early Development",AreaofSignificance,GCI
CTP:940,"Settlement and Early Development",AreaofSignificance,GCI
CTP:953,"Settlement and Early Development",AreaofSignificance,GCI
CTP:947,"Settlement and Early Development",AreaofSignificance,GCI
CTP:921,"Settlement and Early Development",AreaofSignificance,GCI
CTP:927,"Settlement and Early Development",AreaofSignificance,GCI
CTP:992,"Settlement and Early Development",AreaofSignificance,GCI
CTP:986,"Settlement and Early Development",AreaofSignificance,GCI
CTP:999,"Settlement and Early Development",AreaofSignificance,GCI
CTP:1005,"Settlement and Early Development",AreaofSignificance,GCI
CTP:1031,"Settlement and Early Development",AreaofSignificance,GCI
CTP:1025,"Settlement and Early Development",AreaofSignificance,GCI
CTP:1012,"Settlement and Early Development",AreaofSignificance,GCI
CTP:1018,"Settlement and Early Development",AreaofSignificance,GCI
CTP:914,"Settlement and Early Development",AreaofSignificance,GCI
CTP:908,"Settlement and Early Development",AreaofSignificance,GCI
CTP:1475,"Settlement",AreaofSignificance,GCI
CTP:1469,"Settlement",AreaofSignificance,GCI
CTP:1287,"Politics/Government",AreaofSignificance,GCI
CTP:1306,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1308,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1310,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1307,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1309,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1313,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1316,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1315,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1314,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1317,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1329,"Social History, Ethnic Heritage",AreaofSignificance,GCI
CTP:1333,"Religion, Ethnic Heritage",AreaofSignificance,GCI
CTP:1337,"Social History, Ethnic Heritage",AreaofSignificance,GCI
CTP:1342,"Social History, Ethnic heritage",AreaofSignificance,GCI
CTP:1345,"Social History, Ethnic heritage",AreaofSignificance,GCI
CTP:1348,"Social History, Ethnic heritage",AreaofSignificance,GCI
CTP:1320,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1324,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1323,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1322,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1321,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:1325,"Community Planning and Development, Health/Medicine, Science",AreaofSignificance,GCI
CTP:563,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:566,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:569,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:571,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:570,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:573,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:572,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:574,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:577,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:580,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:582,"Commerce, Transportation, Entertainment/Recreation",AreaofSignificance,GCI
CTP:658,"Landscape Architecture",AreaofSignificance,GCI
CTP:654,"Landscape Architecture",AreaofSignificance,GCI
CTP:655,"Landscape Architecture",AreaofSignificance,GCI
CTP:661,"Landscape Architecture",AreaofSignificance,GCI
CTP:664,"Landscape Architecture",AreaofSignificance,GCI
CTP:667,"Landscape Architecture",AreaofSignificance,GCI
CTP:668,"Landscape Architecture",AreaofSignificance,GCI
CTP:670,"Landscape Architecture",AreaofSignificance,GCI
CTP:671,"Landscape Architecture",AreaofSignificance,GCI
CTP:674,"Landscape Architecture",AreaofSignificance,GCI
CTP:678,"Landscape Architecture",AreaofSignificance,GCI
CTP:681,"Landscape Architecture",AreaofSignificance,GCI
CTP:1250,"Landscape Architecture",AreaofSignificance,GCI
CTP:1244,"Landscape Architecture",AreaofSignificance,GCI
CTP:1247,"Landscape Architecture",AreaofSignificance,GCI
CTP:1236,"Community Planning and Development",AreaofSignificance,GCI
CTP:1240,"Community Planning and Development",AreaofSignificance,GCI
CTP:1431,"Community Planning and Development",AreaofSignificance,GCI
CTP:1432,"Community Planning and Development",AreaofSignificance,GCI
CTP:1416,"Community Planning and Development",AreaofSignificance,GCI
CTP:1415,"Community Planning and Development",AreaofSignificance,GCI
CTP:1232,"COmmunity Planning and Development",AreaofSignificance,GCI
CTP:1067,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1066,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1060,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1061,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1058,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1063,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1062,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1068,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1064,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1055,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1051,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1052,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1053,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1056,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1054,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1296,"Recreation",AreaofSignificance,GCI
CTP:1293,"Recreation",AreaofSignificance,GCI
CTP:1302,"Recreation",AreaofSignificance,GCI
CTP:1299,"Recreation",AreaofSignificance,GCI
CTP:669,"Landscape Architecture",AreaofSignificance,GCI
CTP:631,"Commerce",AreaofSignificance,GCI
CTP:629,"Commerce",AreaofSignificance,GCI
CTP:596,"Commerce",AreaofSignificance,GCI
CTP:593,"Commerce",AreaofSignificance,GCI
CTP:595,"Commerce",AreaofSignificance,GCI
CTP:592,"Commerce",AreaofSignificance,GCI
CTP:855,"Multiple",AreaofSignificance,GCI
CTP:858,"Multiple",AreaofSignificance,GCI
CTP:861,"Multiple",AreaofSignificance,GCI
CTP:865,"Multiple",AreaofSignificance,GCI
CTP:870,"Multiple",AreaofSignificance,GCI
CTP:873,"Multiple",AreaofSignificance,GCI
CTP:876,"Multiple",AreaofSignificance,GCI
CTP:880,"Multiple",AreaofSignificance,GCI
CTP:884,"Multiple",AreaofSignificance,GCI
CTP:889,"Multiple",AreaofSignificance,GCI
CTP:892,"Multiple",AreaofSignificance,GCI
CTP:895,"Multiple",AreaofSignificance,GCI
CTP:899,"Multiple",AreaofSignificance,GCI
CTP:1288,"Politics/Government",AreaofSignificance,GCI
CTP:1284,"Military",AreaofSignificance,GCI
CTP:1037,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1038,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1039,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1041,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1040,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1044,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1045,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1046,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1048,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1047,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1042,"Ethnic Heritage",AreaofSignificance,GCI
CTP:1071,"LGBT History, Social History",AreaofSignificance,GCI
CTP:1072,"LGBT History, Social History",AreaofSignificance,GCI
CTP:1073,"LGBT History, Social History",AreaofSignificance,GCI
CTP:1075,"LGBT History, Social History",AreaofSignificance,GCI
CTP:1076,"LGBT History, Social History",AreaofSignificance,GCI
CTP:1074,"LGBT History, Social History",AreaofSignificance,GCI
CTP:1078,"Social History, GLBT History",AreaofSignificance,GCI
CTP:1079,"Social History, GLBT History",AreaofSignificance,GCI
CTP:1080,"Social History, GLBT History",AreaofSignificance,GCI
CTP:1082,"Social History, GLBT History",AreaofSignificance,GCI
CTP:1081,"Social History, GLBT History",AreaofSignificance,GCI
CTP:1083,"Social History, GLBT History",AreaofSignificance,GCI
CTP:1266,"Community Planning and Development",AreaofSignificance,GCI
CTP:1270,"Community Planning and Development",AreaofSignificance,GCI
CTP:1272,"Community Planning and Development",AreaofSignificance,GCI
CTP:1273,"Community Planning and Development",AreaofSignificance,GCI
CTP:1263,"Community Planning and Development",AreaofSignificance,GCI
CTP:1262,"Community Planning and Development",AreaofSignificance,GCI
CTP:1254,"Community Planning and Development",AreaofSignificance,GCI
CTP:1255,"Community Planning and Development",AreaofSignificance,GCI
CTP:1258,"Community Planning and Development",AreaofSignificance,GCI
CTP:1259,"Community Planning and Development",AreaofSignificance,GCI
CTP:594,"Commerce",AreaofSignificance,GCI
CTP:685,"Landscape Architecture",AreaofSignificance,GCI
CTP:1365,"Architecture; Community Planning & Development",AreaofSignificance,GCI
CTP:1369,"Architecture; Community Planning and Development",AreaofSignificance,GCI
CTP:1380,"Architecture; Community Planning & Development",AreaofSignificance,GCI
CTP:1366,"Architecture; Community Planning and Development",AreaofSignificance,GCI
CTP:750,"Entertainment, Industry",AreaofSignificance,GCI
CTP:748,"Entertainment, Industry",AreaofSignificance,GCI
CTP:605,"Commerce; Community Development",AreaofSignificance,GCI
CTP:1424,"Settlement; Community Planning and Development",AreaofSignificance,GCI
CTP:1088,"Communications; Community Development",AreaofSignificance,GCI
CTP:1089,"Communications; Community Development",AreaofSignificance,GCI
CTP:1448,"Community Planning and Development, Transportation, Social History",AreaofSignificance,GCI
CTP:1385,"Community Planning and Development, Transportation",AreaofSignificance,GCI
CTP:494,"Architecture",AreaofSignificance,GCI
CTP:493,"Architecture",AreaofSignificance,GCI
CTP:261,"Architecture",AreaofSignificance,GCI
CTP:260,"Architecture",AreaofSignificance,GCI
CTP:255,"Architecture",AreaofSignificance,GCI
CTP:254,"Architecture",AreaofSignificance,GCI
CTP:258,"Architecture",AreaofSignificance,GCI
CTP:257,"Architecture",AreaofSignificance,GCI
CTP:409,"Architecture",AreaofSignificance,GCI
CTP:399,"Architecture",AreaofSignificance,GCI
CTP:405,"Architecture",AreaofSignificance,GCI
CTP:393,"Architecture",AreaofSignificance,GCI
CTP:401,"Architecture",AreaofSignificance,GCI
CTP:402,"Architecture",AreaofSignificance,GCI
CTP:389,"Architecture",AreaofSignificance,GCI
CTP:388,"Architecture",AreaofSignificance,GCI
CTP:422,"Architecture",AreaofSignificance,GCI
CTP:429,"Architecture",AreaofSignificance,GCI
CTP:426,"Architecture",AreaofSignificance,GCI
CTP:423,"Architecture",AreaofSignificance,GCI
CTP:427,"Architecture",AreaofSignificance,GCI
CTP:448,"Architecture",AreaofSignificance,GCI
CTP:449,"Architecture",AreaofSignificance,GCI
CTP:419,"Architecture",AreaofSignificance,GCI
CTP:434,"Architecture",AreaofSignificance,GCI
CTP:436,"Architecture",AreaofSignificance,GCI
CTP:437,"Architecture",AreaofSignificance,GCI
CTP:439,"Architecture",AreaofSignificance,GCI
CTP:438,"Architecture",AreaofSignificance,GCI
CTP:442,"Architecture",AreaofSignificance,GCI
CTP:445,"Architecture",AreaofSignificance,GCI
CTP:443,"Architecture",AreaofSignificance,GCI
CTP:444,"Architecture",AreaofSignificance,GCI
CTP:424,"Architecture",AreaofSignificance,GCI
CTP:430,"Architecture",AreaofSignificance,GCI
CTP:432,"Architecture",AreaofSignificance,GCI
CTP:425,"Architecture",AreaofSignificance,GCI
CTP:428,"Architecture",AreaofSignificance,GCI
CTP:447,"Architecture",AreaofSignificance,GCI
CTP:440,"Architecture",AreaofSignificance,GCI
CTP:453,"Architecture",AreaofSignificance,GCI
CTP:431,"Architecture",AreaofSignificance,GCI
CTP:413,"Architecture",AreaofSignificance,GCI
CTP:414,"Architecture",AreaofSignificance,GCI
CTP:415,"Architecture",AreaofSignificance,GCI
CTP:416,"Architecture",AreaofSignificance,GCI
CTP:418,"Architecture",AreaofSignificance,GCI
CTP:417,"Architecture",AreaofSignificance,GCI
CTP:435,"Architecture",AreaofSignificance,GCI
CTP:408,"Architecture",AreaofSignificance,GCI
CTP:390,"Architecture",AreaofSignificance,GCI
CTP:392,"Architecture",AreaofSignificance,GCI
CTP:395,"Architecture",AreaofSignificance,GCI
CTP:406,"Architecture",AreaofSignificance,GCI
CTP:403,"Architecture",AreaofSignificance,GCI
CTP:398,"Architecture",AreaofSignificance,GCI
CTP:420,"Architecture",AreaofSignificance,GCI
CTP:452,"Architecture",AreaofSignificance,GCI
CTP:451,"Architecture",AreaofSignificance,GCI
CTP:454,"Architecture",AreaofSignificance,GCI
CTP:396,"Architecture",AreaofSignificance,GCI
CTP:368,"Architecture",AreaofSignificance,GCI
CTP:372,"Architecture",AreaofSignificance,GCI
CTP:365,"Architecture",AreaofSignificance,GCI
CTP:1228,"Community Planning and Development; Art, Architecture; Settlement",AreaofSignificance,GCI
CTP:486,"Architecture",AreaofSignificance,GCI
CTP:477,"Architecture",AreaofSignificance,GCI
CTP:478,"Architecture",AreaofSignificance,GCI
CTP:479,"Architecture",AreaofSignificance,GCI
CTP:480,"Architecture",AreaofSignificance,GCI
CTP:482,"Architecture",AreaofSignificance,GCI
CTP:483,"Architecture",AreaofSignificance,GCI
CTP:484,"Architecture",AreaofSignificance,GCI
CTP:475,"Architecture",AreaofSignificance,GCI
CTP:369,"Architecture",AreaofSignificance,GCI
CTP:371,"Architecture",AreaofSignificance,GCI
CTP:1430,"Community Planning and Development",AreaofSignificance,GCI
CTP:473,"Architecture",AreaofSignificance,GCI
CTP:472,"Architecture",AreaofSignificance,GCI
CTP:470,"Architecture",AreaofSignificance,GCI
CTP:468,"Architecture",AreaofSignificance,GCI
CTP:467,"Architecture",AreaofSignificance,GCI
CTP:466,"Architecture",AreaofSignificance,GCI
CTP:465,"Architecture",AreaofSignificance,GCI
CTP:749,"Entertainment, Industry",AreaofSignificance,GCI
CTP:492,"Architecture",AreaofSignificance,GCI
CTP:824,"Industry",AreaofSignificance,GCI
CTP:826,"Industry",AreaofSignificance,GCI
CTP:835,"Industry",AreaofSignificance,GCI
CTP:836,"Industry",AreaofSignificance,GCI
CTP:326,"Settlement and Architecture",AreaofSignificance,GCI
CTP:328,"Settlement and Architecture",AreaofSignificance,GCI
CTP:327,"Settlement and Architecture",AreaofSignificance,GCI
CTP:88,"Architecture",AreaofSignificance,GCI
CTP:87,"Architecture",AreaofSignificance,GCI
CTP:125,"Architecture",AreaofSignificance,GCI
CTP:1420,"Settlement; Community Planning and Development",AreaofSignificance,GCI
CTP:339,"Settlement and Architecture",AreaofSignificance,GCI
CTP:1092,"Art; Architecture",AreaofSignificance,GCI
CTP:554,"Commerce; Ethnic History; Social History",AreaofSignificance,GCI
CTP:385,"Architecture",AreaofSignificance,GCI
CTP:380,"Architecture",AreaofSignificance,GCI
CTP:375,"Architecture",AreaofSignificance,GCI
CTP:377,"Architecture",AreaofSignificance,GCI
CTP:378,"Architecture",AreaofSignificance,GCI
CTP:156,"Architecture",AreaofSignificance,GCI
CTP:159,"Architecture",AreaofSignificance,GCI
CTP:158,"Architecture",AreaofSignificance,GCI
CTP:161,"Architecture",AreaofSignificance,GCI
CTP:164,"Architecture",AreaofSignificance,GCI
CTP:162,"Architecture",AreaofSignificance,GCI
CTP:163,"Architecture",AreaofSignificance,GCI
CTP:237,"Architecture",AreaofSignificance,GCI
CTP:225,"Architecture",AreaofSignificance,GCI
CTP:224,"Architecture",AreaofSignificance,GCI
CTP:232,"Architecture",AreaofSignificance,GCI
CTP:230,"Architecture",AreaofSignificance,GCI
CTP:214,"Architecture",AreaofSignificance,GCI
CTP:221,"Architecture",AreaofSignificance,GCI
CTP:220,"Architecture",AreaofSignificance,GCI
CTP:211,"Architecture",AreaofSignificance,GCI
CTP:212,"Architecture",AreaofSignificance,GCI
CTP:209,"Architecture",AreaofSignificance,GCI
CTP:207,"Architecture",AreaofSignificance,GCI
CTP:218,"Architecture",AreaofSignificance,GCI
CTP:216,"Architecture",AreaofSignificance,GCI
CTP:1393,"Community Planning and Development",AreaofSignificance,GCI
CTP:1395,"Community Planning and Development",AreaofSignificance,GCI
CTP:1390,"Community Planning and Development",AreaofSignificance,GCI
CTP:1391,"Community Planning and Development",AreaofSignificance,GCI
CTP:1397,"Community Planning and Development",AreaofSignificance,GCI
CTP:1398,"Community Planning and Development",AreaofSignificance,GCI
CTP:1399,"Community Planning and Development",AreaofSignificance,GCI
CTP:1392,"Community Planning and Development",AreaofSignificance,GCI
CTP:1396,"Community Planning and Development",AreaofSignificance,GCI
CTP:1459,"Community Planning and Development",AreaofSignificance,GCI
CTP:1458,"Community Planning and Development",AreaofSignificance,GCI
CTP:1455,"Community Planning and Development",AreaofSignificance,GCI
CTP:1462,"Community Planning and Development",AreaofSignificance,GCI
CTP:1461,"Community Planning and Development",AreaofSignificance,GCI
CTP:1460,"Community Planning and Development",AreaofSignificance,GCI
CTP:1454,"Community Planning and Development",AreaofSignificance,GCI
CTP:1453,"Community Planning and Development",AreaofSignificance,GCI
CTP:1456,"Community Planning and Development",AreaofSignificance,GCI
CTP:251,"Architecture",AreaofSignificance,GCI
CTP:250,"Architecture",AreaofSignificance,GCI
CTP:240,"Architecture",AreaofSignificance,GCI
CTP:241,"Architecture",AreaofSignificance,GCI
CTP:243,"Architecture",AreaofSignificance,GCI
CTP:244,"Architecture",AreaofSignificance,GCI
CTP:248,"Architecture",AreaofSignificance,GCI
CTP:246,"Architecture",AreaofSignificance,GCI
CTP:188,"Architecture",AreaofSignificance,GCI
CTP:201,"Architecture",AreaofSignificance,GCI
CTP:182,"Architecture",AreaofSignificance,GCI
CTP:180,"Architecture",AreaofSignificance,GCI
CTP:167,"Architecture",AreaofSignificance,GCI
CTP:177,"Architecture",AreaofSignificance,GCI
CTP:178,"Architecture",AreaofSignificance,GCI
CTP:176,"Architecture",AreaofSignificance,GCI
CTP:170,"Architecture",AreaofSignificance,GCI
CTP:171,"Architecture",AreaofSignificance,GCI
CTP:173,"Architecture",AreaofSignificance,GCI
CTP:174,"Architecture",AreaofSignificance,GCI
CTP:193,"Architecture",AreaofSignificance,GCI
CTP:195,"Architecture",AreaofSignificance,GCI
CTP:194,"Architecture",AreaofSignificance,GCI
CTP:197,"Architecture",AreaofSignificance,GCI
CTP:199,"Architecture",AreaofSignificance,GCI
CTP:198,"Architecture",AreaofSignificance,GCI
CTP:200,"Architecture",AreaofSignificance,GCI
CTP:190,"Architecture",AreaofSignificance,GCI
CTP:1394,"Community Planning and Development",AreaofSignificance,GCI
CTP:1457,"Community Planning and Development",AreaofSignificance,GCI
CTP:1129,"Art;Ethnic History;Social History",AreaofSignificance,GCI
CTP:1437,"Community Planning and Development",AreaofSignificance,GCI
CTP:1434,"Community Planning and Development",AreaofSignificance,GCI
CTP:1435,"Community Planning and Development",AreaofSignificance,GCI
CTP:1441,"Community Planning and Development",AreaofSignificance,GCI
CTP:1442,"Community Planning and Development",AreaofSignificance,GCI
CTP:1443,"Community Planning and Development",AreaofSignificance,GCI
CTP:1436,"Community Planning and Development",AreaofSignificance,GCI
CTP:1440,"Community Planning and Development",AreaofSignificance,GCI
CTP:1438,"Community Planning and Development",AreaofSignificance,GCI
CTP:1439,"Community Planning and Development",AreaofSignificance,GCI
CTP:1133,"Art, Ethnic Heritage; Social History",AreaofSignificance,GCI
CTP:1131,"Art; Ethnic Heritage; Social History",AreaofSignificance,GCI
CTP:186,"Architecture",AreaofSignificance,GCI
CTP:184,"Architecture",AreaofSignificance,GCI
CTP:185,"Architecture",AreaofSignificance,GCI
CTP:187,"Architecture",AreaofSignificance,GCI
CTP:204,"Architecture",AreaofSignificance,GCI
CTP:203,"Architecture",AreaofSignificance,GCI
CTP:226,"Architecture",AreaofSignificance,GCI
CTP:799,"Agriculture",AreaofSignificance,GCI
CTP:800,"Agriculture",AreaofSignificance,GCI
CTP:825,"Industry",AreaofSignificance,GCI
CTP:796,"Agriculture, Social History, Ethnic Heritage",AreaofSignificance,GCI
CTP:794,"Agriculture",AreaofSignificance,GCI
CTP:795,"Agriculture",AreaofSignificance,GCI
CTP:819,"Agriculture, Ethnic Heritage, Social History",AreaofSignificance,GCI
CTP:818,"Agriculture, Ethnic Heritage, Social History",AreaofSignificance,GCI
CTP:820,"Agriculture, Ethnic Heritage, Social History",AreaofSignificance,GCI
CTP:834,"Industry",AreaofSignificance,GCI
CTP:837,"Industry",AreaofSignificance,GCI
CTP:838,"Industry, Military",AreaofSignificance,GCI
CTP:814,"Agriculture, Social History, Ethnic History",AreaofSignificance,GCI
CTP:815,"Agriculture, Social History, Ethnic History",AreaofSignificance,GCI
CTP:813,"Agriculture; Ethnic History",AreaofSignificance,GCI
CTP:774,"Industry, Commerce, Social History",AreaofSignificance,GCI
CTP:775,"Industry, Commerce, Social History",AreaofSignificance,GCI
CTP:779,"Industry, Commerce, Social History",AreaofSignificance,GCI
CTP:782,"Commerce, Industry, Social History",AreaofSignificance,GCI
CTP:785,"Industry, Social History",AreaofSignificance,GCI
CTP:827,"Industry",AreaofSignificance,GCI
CTP:849,"Industry",AreaofSignificance,GCI
CTP:851,"Industry",AreaofSignificance,GCI
CTP:848,"Industry",AreaofSignificance,GCI
CTP:850,"Industry",AreaofSignificance,GCI
CTP:846,"Industry, Commerce",AreaofSignificance,GCI
CTP:788,"Industry, Commerce, Social History, Ethnic Heritage",AreaofSignificance,GCI
CTP:790,"Industry",AreaofSignificance,GCI
CTP:789,"Industry, Commercial, Social History, Ethnic Heritage",AreaofSignificance,GCI
CTP:760,"Industry",AreaofSignificance,GCI
CTP:763,"Industry, Social History",AreaofSignificance,GCI
CTP:804,"Agriculture, Commerce",AreaofSignificance,GCI
CTP:803,"Agriculture, Commerce, Ethnic Heritage",AreaofSignificance,GCI
CTP:806,"Agriculture, Commerce",AreaofSignificance,GCI
CTP:807,"Industry, Commerce",AreaofSignificance,GCI
CTP:1400,"Community Planning and Development",AreaofSignificance,GCI
CTP:1444,"Community Planning and Development",AreaofSignificance,GCI
CTP:1463,"Community Planning and Development",AreaofSignificance,GCI
CTP:381,"Architecture",AreaofSignificance,GCI
CTP:382,"Architecture",AreaofSignificance,GCI
CTP:383,"Architecture",AreaofSignificance,GCI
CTP:798,"Agriculture, Commerce",AreaofSignificance,GCI
CTP:841,"Industry, Commerce. Social History, Ethnic History, Women's History",AreaofSignificance,GCI
CTP:840,"Industry, Commerce. Social History, Ethnic History, Women's History",AreaofSignificance,GCI
CTP:842,"Industry, Commerce. Social History, Ethnic History, Women's History",AreaofSignificance,GCI
CTP:767,"Industry",AreaofSignificance,GCI
CTP:770,"Industry",AreaofSignificance,GCI
CTP:809,"Industry, Commerce, Social History, Ethnic Heritage, Agriculture",AreaofSignificance,GCI
CTP:843,"Industry, Commerce. Social History, Ethnic History, Women's History",AreaofSignificance,GCI
CTP:831,"Transportation, Industry, Commerce",AreaofSignificance,GCI
CTP:771,"Industry",AreaofSignificance,GCI
CTP:812,"Agriculture, Social History, Ethnic History",AreaofSignificance,GCI
CTP:8,"Engineering",AreaofSignificance,GCI
CTP:7,"Engineering",AreaofSignificance,GCI
CTP:1153,"Education",AreaofSignificance,GCI
CTP:1154,"Education",AreaofSignificance,GCI
CTP:1155,"Education",AreaofSignificance,GCI
CTP:1152,"Education",AreaofSignificance,GCI
CTP:628,"Commerce",AreaofSignificance,GCI
CTP:538,"Commerce",AreaofSignificance,GCI
CTP:539,"Commerce",AreaofSignificance,GCI
CTP:536,"Commerce",AreaofSignificance,GCI
CTP:537,"Commerce",AreaofSignificance,GCI
CTP:533,"Commerce",AreaofSignificance,GCI
CTP:534,"Commerce",AreaofSignificance,GCI
CTP:535,"Commerce",AreaofSignificance,GCI
CTP:540,"Commerce",AreaofSignificance,GCI
CTP:1423,"Settlement; Community Planning and Development",AreaofSignificance,GCI
CTP:1402,"Industry, Social History, Community Planning and Development",AreaofSignificance,GCI
CTP:1114,"Performing Arts, Ethnic Heriatge, Women/LGBT History",AreaofSignificance,GCI
CTP:1120,"Performing Arts, Ethnic Heritage",AreaofSignificance,GCI
CTP:1143,"Art, Ethnic Heritage, Womens History, LGBT History",AreaofSignificance,GCI
CTP:553,"Commerce; Ethnic History; Social History",AreaofSignificance,GCI
CTP:168,"Architecture",AreaofSignificance,GCI
